Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
football-disbud-chrysanthemums,Football Disbud Chrysanthemums,"<p>Bold single-stem disbud chrysanthemums, commonly called football mums, each carrying one large, densely petalled dome. Grown on one focal bloom per stem, they deliver striking scale and coverage for a modest cost.</p><p>Delivered boxed and sleeved, with outstanding vase life that makes them a workhorse for sympathy tributes, corporate displays and large arrangements. A high-value staple for florists, planners and hotels across Jamaica.</p><ul><li><strong>Stem length:</strong> 55-70cm</li><li><strong>Bloom size:</strong> Single head 10-14cm across</li><li><strong>Vase life:</strong> 10-16 days conditioned</li><li><strong>Conditioning:</strong> Angle-cut, strip lower foliage, hydrate with flower food; tolerant and long-lasting with minimal fuss.</li></ul>",The New Greenhouse,,Fresh Cut Flowers,"channel:wholesale, flower:chrysanthemum, color:white-ivory, occasion:sympathy, occasion:corporate, occasion:everyday, occasion:congratulations, customer:florist, customer:event-planner, customer:hotel, customer:corporate, format:bulk-box, season:year-round, type:fresh-cut-flowers, price-status:placeholder, image-status:required, content-status:reviewed",FALSE,Pack Size,25 Stems,,,,,TNG-WHL-016-P25,2200,shopify,0,deny,manual,35.00,,TRUE,TRUE,,,,,FALSE,Football Disbud Chrysanthemums | Wholesale Flowers JA,Large disbud football mums in bulk with long vase life. Wholesale flowers Jamaica and sympathy flowers for florists in Kingston.,draft
football-disbud-chrysanthemums,,,,,,,FALSE,,50 Stems,,,,,TNG-WHL-016-P50,2200,shopify,0,deny,manual,65.00,,TRUE,TRUE,,,,,FALSE,,,draft
football-disbud-chrysanthemums,,,,,,,FALSE,,100 Stems,,,,,TNG-WHL-016-P100,2200,shopify,0,deny,manual,120.00,,TRUE,TRUE,,,,,FALSE,,,draft
spider-chrysanthemums,Spider Chrysanthemums,"<p>Distinctive spider chrysanthemums whose long, quilled and often hooked petals radiate outward for a soft, fringed sphere. They introduce texture and quiet drama, working beautifully in modern, Asian-inspired and tropical designs.</p><p>Delivered boxed and sleeved, sharing the excellent longevity of the chrysanthemum family. A characterful, long-lasting choice for florists and planners building distinctive event work in Kingston.</p><ul><li><strong>Stem length:</strong> 55-70cm</li><li><strong>Bloom size:</strong> Single head 12-16cm across</li><li><strong>Vase life:</strong> 10-14 days conditioned</li><li><strong>Conditioning:</strong> Angle-cut, strip lower foliage, hydrate with flower food; gently fluff petals after unpacking.</li></ul>",The New Greenhouse,,Fresh Cut Flowers,"channel:wholesale, flower:chrysanthemum, color:yellow-orange, occasion:corporate, occasion:everyday, occasion:sympathy, occasion:congratulations, customer:florist, customer:event-planner, customer:hotel, format:bulk-box, season:year-round, type:fresh-cut-flowers, price-status:placeholder, image-status:required, content-status:reviewed",FALSE,Pack Size,25 Stems,,,,,TNG-WHL-017-P25,2200,shopify,0,deny,manual,35.00,,TRUE,TRUE,,,,,FALSE,Spider Chrysanthemums | Wholesale Flowers Jamaica,"Fringed spider mums in bulk for texture in modern designs. Wholesale flowers Jamaica, long-lasting blooms for florists in Kingston.",draft
spider-chrysanthemums,,,,,,,FALSE,,50 Stems,,,,,TNG-WHL-017-P50,2200,shopify,0,deny,manual,65.00,,TRUE,TRUE,,,,,FALSE,,,draft
spider-chrysanthemums,,,,,,,FALSE,,100 Stems,,,,,TNG-WHL-017-P100,2200,shopify,0,deny,manual,120.00,,TRUE,TRUE,,,,,FALSE,,,draft
button-pompon-chrysanthemums,Button Pompon Chrysanthemums,"<p>Compact button pompon chrysanthemums carrying clusters of small, tightly rounded blooms on each branching stem. A versatile filler and accent flower that adds mass, colour and a charming rhythm to bouquets and arrangements.</p><p>Delivered boxed and sleeved, offering strong stem count and the reliable vase life of the mum family. Excellent value for florists and planners needing texture and volume across weddings and everyday retail in Jamaica.</p><ul><li><strong>Stem length:</strong> 50-65cm</li><li><strong>Bloom size:</strong> Buttons 2-4cm, several per stem</li><li><strong>Vase life:</strong> 10-14 days conditioned</li><li><strong>Conditioning:</strong> Angle-cut, strip lower foliage, hydrate with flower food; remove any spent blooms to keep clusters fresh.</li></ul>",The New Greenhouse,,Fresh Cut Flowers,"channel:wholesale, flower:chrysanthemum, color:mixed, occasion:everyday, occasion:corporate, occasion:birthday, occasion:sympathy, customer:florist, customer:event-planner, customer:hotel, format:bulk-box, season:year-round, type:fresh-cut-flowers, price-status:placeholder, image-status:required, content-status:reviewed",FALSE,Pack Size,25 Stems,,,,,TNG-WHL-018-P25,2000,shopify,0,deny,manual,35.00,,TRUE,TRUE,,,,,FALSE,Button Pompon Chrysanthemums | Bulk Flowers Jamaica,Multi-head button pompon mums in bulk for filler and texture. Bulk flowers Jamaica and wholesale flowers Kingston for florists.,draft
button-pompon-chrysanthemums,,,,,,,FALSE,,50 Stems,,,,,TNG-WHL-018-P50,2000,shopify,0,deny,manual,65.00,,TRUE,TRUE,,,,,FALSE,,,draft
button-pompon-chrysanthemums,,,,,,,FALSE,,100 Stems,,,,,TNG-WHL-018-P100,2000,shopify,0,deny,manual,120.00,,TRUE,TRUE,,,,,FALSE,,,draft
standard-carnations-assorted,Standard Carnations (Assorted),"<p>Full single-head standard carnations delivered in an assorted colour mix, with their signature ruffled, clove-scented blooms. A dependable, economical flower that holds shape and colour longer than almost anything else in the cooler.</p><p>Boxed and bunched from the grower for easy processing. Their durability and low cost make them ideal for large-scale event work, floral foam designs and everyday retail volume for florists and hotels in Kingston.</p><ul><li><strong>Stem length:</strong> 50-65cm</li><li><strong>Bloom size:</strong> Single head 5-7cm across</li><li><strong>Vase life:</strong> 12-21 days conditioned</li><li><strong>Conditioning:</strong> Cut between the nodes, not through them, and hydrate with flower food; extremely tolerant and long-lived.</li></ul>",The New Greenhouse,,Fresh Cut Flowers,"channel:wholesale, flower:carnation, color:mixed, occasion:everyday, occasion:sympathy, occasion:corporate, occasion:birthday, occasion:congratulations, customer:florist, customer:event-planner, customer:hotel, customer:corporate, format:bulk-box, season:year-round, type:fresh-cut-flowers, price-status:placeholder, image-status:required, content-status:reviewed",FALSE,Pack Size,25 Stems,,,,,TNG-WHL-019-P25,2600,shopify,0,deny,manual,30.00,,TRUE,TRUE,,,,,FALSE,Standard Carnations Assorted | Wholesale Flowers JA,"Assorted standard carnations in bulk, long-lasting and economical. Wholesale flowers Jamaica and bulk flowers Kingston for florists.",draft
standard-carnations-assorted,,,,,,,FALSE,,50 Stems,,,,,TNG-WHL-019-P50,2600,shopify,0,deny,manual,55.00,,TRUE,TRUE,,,,,FALSE,,,draft
standard-carnations-assorted,,,,,,,FALSE,,100 Stems,,,,,TNG-WHL-019-P100,2600,shopify,0,deny,manual,100.00,,TRUE,TRUE,,,,,FALSE,,,draft
spray-mini-carnations,Spray Mini Carnations,"<p>Branching spray carnations carrying several small ruffled blooms and buds on each stem. They deliver the same exceptional durability as standard carnations while adding airiness and high bloom count, making them a superb filler and accent.</p><p>Delivered boxed and bunched, with each stem multiplying your coverage. A cost-effective, hardworking choice for florists and planners handling weddings, corporate volume and everyday retail across Jamaica.</p><ul><li><strong>Stem length:</strong> 45-60cm</li><li><strong>Bloom size:</strong> Blooms 3-4cm, 4-8 per stem</li><li><strong>Vase life:</strong> 10-18 days conditioned</li><li><strong>Conditioning:</strong> Cut between the nodes, hydrate with flower food; remove finished blooms so buds continue to open.</li></ul>",The New Greenhouse,,Fresh Cut Flowers,"channel:wholesale, flower:carnation, color:mixed, occasion:everyday, occasion:birthday, occasion:wedding, occasion:corporate, occasion:sympathy, customer:florist, customer:event-planner, customer:hotel, format:bulk-box, season:year-round, type:fresh-cut-flowers, price-status:placeholder, image-status:required, content-status:reviewed",FALSE,Pack Size,25 Stems,,,,,TNG-WHL-020-P25,2400,shopify,0,deny,manual,30.00,,TRUE,TRUE,,,,,FALSE,Spray Mini Carnations | Bulk Flowers Jamaica,Branching mini spray carnations in bulk for filler and value. Bulk flowers Jamaica and wholesale flowers Kingston for florists.,draft
spray-mini-carnations,,,,,,,FALSE,,50 Stems,,,,,TNG-WHL-020-P50,2400,shopify,0,deny,manual,55.00,,TRUE,TRUE,,,,,FALSE,,,draft
spray-mini-carnations,,,,,,,FALSE,,100 Stems,,,,,TNG-WHL-020-P100,2400,shopify,0,deny,manual,100.00,,TRUE,TRUE,,,,,FALSE,,,draft
anthurium-stems,Anthurium Stems,"<p>Striking anthurium stems topped with a glossy, heart-shaped spathe and upright central spadix. A signature tropical flower that brings sculptural impact and a lacquered sheen to modern arrangements, hotel lobbies and corporate installations.</p><p>Delivered boxed with each spathe sleeved to prevent scratching. Anthuriums are exceptionally long-lasting but cold-sensitive, so keep them warm. Ideal for florists, planners and hotels producing tropical event flowers in Jamaica.</p><ul><li><strong>Stem length:</strong> 40-60cm</li><li><strong>Bloom size:</strong> Spathe 8-15cm across</li><li><strong>Vase life:</strong> 14-21 days conditioned</li><li><strong>Conditioning:</strong> Angle-cut, hydrate in clean water; keep above 13C and mist the spathe. Chilling causes brown blemishes.</li></ul>",The New Greenhouse,,Fresh Cut Flowers,"channel:wholesale, flower:anthurium, color:red, occasion:corporate, occasion:everyday, occasion:wedding, occasion:congratulations, customer:florist, customer:event-planner, customer:hotel, customer:corporate, format:bulk-box, season:year-round, type:fresh-cut-flowers, price-status:placeholder, image-status:required, content-status:reviewed",FALSE,Pack Size,25 Stems,Stem Length,Standard,,,TNG-WHL-021-P25-STD,2200,shopify,0,deny,manual,85.00,,TRUE,TRUE,,,,,FALSE,Anthurium Stems | Wholesale Tropical Flowers JA,"Glossy anthurium stems in bulk for bold tropical designs. Wholesale flowers Jamaica, long-lasting blooms for florists and hotels.",draft
anthurium-stems,,,,,,,FALSE,,50 Stems,,Standard,,,TNG-WHL-021-P50-STD,2200,shopify,0,deny,manual,160.00,,TRUE,TRUE,,,,,FALSE,,,draft
anthurium-stems,,,,,,,FALSE,,50 Stems,,Premium,,,TNG-WHL-021-P50-PRM,2200,shopify,0,deny,manual,192.00,,TRUE,TRUE,,,,,FALSE,,,draft
anthurium-stems,,,,,,,FALSE,,100 Stems,,Premium,,,TNG-WHL-021-P100-PRM,2200,shopify,0,deny,manual,360.00,,TRUE,TRUE,,,,,FALSE,,,draft
heliconia,Heliconia,"<p>Dramatic heliconia stems carrying waxy, boat-shaped bracts in fiery tropical tones along a strong, upright axis. Their scale and structure make them a natural focal point for large arrangements, resort displays and statement installations.</p><p>Delivered boxed given their length and weight. Heliconia are robust and long-lasting but cold-sensitive, so keep them warm and well hydrated. A high-impact choice for florists, planners and hotels producing tropical event flowers across Jamaica.</p><ul><li><strong>Stem length:</strong> 70-100cm</li><li><strong>Bloom size:</strong> Bract head 20-40cm long</li><li><strong>Vase life:</strong> 10-18 days conditioned</li><li><strong>Conditioning:</strong> Angle-cut, hydrate in deep clean water; keep above 13C and rinse bracts, which can collect water and debris.</li></ul>",The New Greenhouse,,Fresh Cut Flowers,"channel:wholesale, flower:heliconia, color:red, occasion:corporate, occasion:everyday, occasion:wedding, occasion:congratulations, customer:florist, customer:event-planner, customer:hotel, format:bulk-box, season:year-round, type:fresh-cut-flowers, price-status:placeholder, image-status:required, content-status:reviewed",FALSE,Pack Size,25 Stems,,,,,TNG-WHL-022-P25,3500,shopify,0,deny,manual,85.00,,TRUE,TRUE,,,,,FALSE,Heliconia Stems | Wholesale Tropical Flowers Jamaica,"Bold heliconia stems in bulk for large tropical arrangements. Wholesale flowers Jamaica for florists, hotels and event planners.",draft
heliconia,,,,,,,FALSE,,50 Stems,,,,,TNG-WHL-022-P50,3500,shopify,0,deny,manual,160.00,,TRUE,TRUE,,,,,FALSE,,,draft
heliconia,,,,,,,FALSE,,100 Stems,,,,,TNG-WHL-022-P100,3500,shopify,0,deny,manual,300.00,,TRUE,TRUE,,,,,FALSE,,,draft
torch-ginger,Torch Ginger,"<p>Exotic torch ginger stems crowned with a waxy, cone-shaped flower head of tightly layered bracts. A luxurious tropical focal flower with sculptural presence, used to anchor grand centrepieces, resort displays and statement installations.</p><p>Delivered boxed to protect the substantial heads. Torch ginger is dramatic and long-lasting but cold-sensitive and heavy, so plan supports and keep it warm. A premium choice for florists, planners and hotels producing tropical events in Jamaica.</p><ul><li><strong>Stem length:</strong> 60-90cm</li><li><strong>Bloom size:</strong> Head 12-18cm across</li><li><strong>Vase life:</strong> 7-14 days conditioned</li><li><strong>Conditioning:</strong> Angle-cut, hydrate in deep clean water; keep above 13C and mist the head to maintain sheen.</li></ul>",The New Greenhouse,,Fresh Cut Flowers,"channel:wholesale, flower:ginger, color:red, occasion:wedding, occasion:corporate, occasion:everyday, occasion:congratulations, customer:florist, customer:event-planner, customer:hotel, format:bulk-box, season:year-round, type:fresh-cut-flowers, price-status:placeholder, image-status:required, content-status:reviewed",FALSE,Pack Size,25 Stems,,,,,TNG-WHL-023-P25,3200,shopify,0,deny,manual,85.00,,TRUE,TRUE,,,,,FALSE,Torch Ginger | Wholesale Tropical Flowers Jamaica,"Sculptural torch ginger stems in bulk for luxury tropical events. Wholesale flowers Jamaica for florists, hotels and planners.",draft
torch-ginger,,,,,,,FALSE,,50 Stems,,,,,TNG-WHL-023-P50,3200,shopify,0,deny,manual,160.00,,TRUE,TRUE,,,,,FALSE,,,draft
torch-ginger,,,,,,,FALSE,,100 Stems,,,,,TNG-WHL-023-P100,3200,shopify,0,deny,manual,300.00,,TRUE,TRUE,,,,,FALSE,,,draft
bird-of-paradise,Bird of Paradise,"<p>The unmistakable bird of paradise, with its crested orange and blue crane-like bloom emerging from a hard beak-shaped bract. An architectural focal flower that delivers instant tropical drama to arrangements, lobbies and grand event displays.</p><p>Delivered boxed with heads protected; a second and third flower can be coaxed from the bract by hand as the first fades. Robust and long-lasting but cold-sensitive. A statement trade flower for florists, planners and hotels in Kingston.</p><ul><li><strong>Stem length:</strong> 70-100cm</li><li><strong>Bloom size:</strong> Head 15-20cm long</li><li><strong>Vase life:</strong> 10-18 days, longer as successive blooms emerge</li><li><strong>Conditioning:</strong> Angle-cut, hydrate in deep clean water; keep above 10C and gently ease out the next bloom as the first fades.</li></ul>",The New Greenhouse,,Fresh Cut Flowers,"channel:wholesale, flower:bird-of-paradise, color:yellow-orange, occasion:corporate, occasion:everyday, occasion:congratulations, occasion:wedding, customer:florist, customer:event-planner, customer:hotel, customer:corporate, format:bulk-box, season:year-round, type:fresh-cut-flowers, price-status:placeholder, image-status:required, content-status:reviewed",FALSE,Pack Size,25 Stems,,,,,TNG-WHL-024-P25,3000,shopify,0,deny,manual,85.00,,TRUE,TRUE,,,,,FALSE,Bird of Paradise | Wholesale Tropical Flowers JA,"Iconic bird of paradise stems in bulk for tropical arrangements. Wholesale flowers Jamaica for florists, hotels and event planners.",draft
bird-of-paradise,,,,,,,FALSE,,50 Stems,,,,,TNG-WHL-024-P50,3000,shopify,0,deny,manual,160.00,,TRUE,TRUE,,,,,FALSE,,,draft
bird-of-paradise,,,,,,,FALSE,,100 Stems,,,,,TNG-WHL-024-P100,3000,shopify,0,deny,manual,300.00,,TRUE,TRUE,,,,,FALSE,,,draft
seeded-eucalyptus,Seeded Eucalyptus,"<p>Seeded eucalyptus bunches lined with slender leaves and clusters of small berry-like seed pods along silvery-green stems. A designer-favourite foliage that adds organic movement, trailing texture and a fresh, aromatic note to bouquets, garlands and arbours.</p><p>Delivered in field bunches by weight, ideal for weddings and installations where natural greenery is doing much of the work. Conditions easily and dries well for lasting decor. A trade staple for florists and planners across Jamaica.</p><ul><li><strong>Stem length:</strong> 45-70cm</li><li><strong>Bloom size:</strong> Foliage bunch, seed pods 3-5mm</li><li><strong>Vase life:</strong> 10-16 days fresh; dries well</li><li><strong>Conditioning:</strong> Angle-cut, strip lower leaves and hydrate in clean water; woody stems benefit from a firm fresh cut.</li></ul>",The New Greenhouse,,Greenery,"channel:wholesale, flower:eucalyptus, color:green, occasion:wedding, occasion:everyday, occasion:corporate, occasion:sympathy, customer:florist, customer:event-planner, customer:hotel, format:bunch, season:year-round, type:greenery, price-status:placeholder, image-status:required, content-status:reviewed",FALSE,Pack Size,25 Stems,,,,,TNG-WHL-025-P25,500,shopify,0,deny,manual,35.00,,TRUE,TRUE,,,,,FALSE,Seeded Eucalyptus | Wholesale Greenery Jamaica,Seeded eucalyptus bunches in bulk for weddings and garlands. Wholesale greenery Jamaica and floral supplies for florists in Kingston.,draft
seeded-eucalyptus,,,,,,,FALSE,,50 Stems,,,,,TNG-WHL-025-P50,500,shopify,0,deny,manual,65.00,,TRUE,TRUE,,,,,FALSE,,,draft
seeded-eucalyptus,,,,,,,FALSE,,100 Stems,,,,,TNG-WHL-025-P100,500,shopify,0,deny,manual,120.00,,TRUE,TRUE,,,,,FALSE,,,draft
silver-dollar-eucalyptus,Silver Dollar Eucalyptus,"<p>Silver dollar eucalyptus bunches lined with rounded, coin-shaped leaves in a cool silvery green. A refined foliage that lays flat and drapes beautifully, making it a go-to for table runners, garlands, arbours and airy hand-tied bouquets.</p><p>Delivered in field bunches by weight, releasing a clean eucalyptus scent. It conditions readily and dries well, holding shape for lasting decor. A dependable greenery for florists, planners and hotels producing weddings and events in Kingston.</p><ul><li><strong>Stem length:</strong> 45-70cm</li><li><strong>Bloom size:</strong> Foliage bunch, leaves 3-5cm across</li><li><strong>Vase life:</strong> 10-16 days fresh; dries well</li><li><strong>Conditioning:</strong> Angle-cut the woody stems, strip lower leaves and hydrate in clean water.</li></ul>",The New Greenhouse,,Greenery,"channel:wholesale, flower:eucalyptus, color:green, occasion:wedding, occasion:everyday, occasion:corporate, occasion:sympathy, customer:florist, customer:event-planner, customer:hotel, format:bunch, season:year-round, type:greenery, price-status:placeholder, image-status:required, content-status:reviewed",FALSE,Pack Size,25 Stems,,,,,TNG-WHL-026-P25,500,shopify,0,deny,manual,35.00,,TRUE,TRUE,,,,,FALSE,Silver Dollar Eucalyptus | Wholesale Greenery JA,Silver dollar eucalyptus bunches in bulk for garlands and tables. Wholesale greenery Jamaica and floral supplies for florists.,draft
silver-dollar-eucalyptus,,,,,,,FALSE,,50 Stems,,,,,TNG-WHL-026-P50,500,shopify,0,deny,manual,65.00,,TRUE,TRUE,,,,,FALSE,,,draft
silver-dollar-eucalyptus,,,,,,,FALSE,,100 Stems,,,,,TNG-WHL-026-P100,500,shopify,0,deny,manual,120.00,,TRUE,TRUE,,,,,FALSE,,,draft
israeli-ruscus,Israeli Ruscus,"<p>Israeli ruscus bunches carrying neat, glossy, pointed leaves evenly along strong upright stems. A hardworking structural foliage that provides clean lines and dependable coverage in arrangements, sympathy tributes and event work.</p><p>Delivered in field bunches, this is one of the most durable and forgiving greens in the cooler, with excellent vase life and minimal fuss. A trade essential for florists, planners and hotels needing volume greenery across Jamaica.</p><ul><li><strong>Stem length:</strong> 50-75cm</li><li><strong>Bloom size:</strong> Foliage bunch, leaves 4-7cm</li><li><strong>Vase life:</strong> 14-21 days conditioned</li><li><strong>Conditioning:</strong> Angle-cut, strip lower leaves and hydrate in clean water; extremely tolerant and long-lasting.</li></ul>",The New Greenhouse,,Greenery,"channel:wholesale, flower:ruscus, color:green, occasion:wedding, occasion:sympathy, occasion:corporate, occasion:everyday, customer:florist, customer:event-planner, customer:hotel, format:bunch, season:year-round, type:greenery, price-status:placeholder, image-status:required, content-status:reviewed",FALSE,Pack Size,25 Stems,,,,,TNG-WHL-027-P25,550,shopify,0,deny,manual,35.00,,TRUE,TRUE,,,,,FALSE,Israeli Ruscus | Wholesale Greenery Jamaica,Durable Israeli ruscus bunches in bulk for structural greenery. Wholesale greenery Jamaica and floral supplies for florists in Kingston.,draft
israeli-ruscus,,,,,,,FALSE,,50 Stems,,,,,TNG-WHL-027-P50,550,shopify,0,deny,manual,65.00,,TRUE,TRUE,,,,,FALSE,,,draft
israeli-ruscus,,,,,,,FALSE,,100 Stems,,,,,TNG-WHL-027-P100,550,shopify,0,deny,manual,120.00,,TRUE,TRUE,,,,,FALSE,,,draft
palm-leather-leaf,Palm & Leather Leaf,"<p>A practical mix of broad palm fronds and durable leather leaf ferns, the traditional backbone of arrangement greening. Palm delivers bold tropical shape while leather leaf provides fine, sturdy fill, together covering mechanics and building structure fast.</p><p>Delivered in field bunches, both are tough and long-lasting, making them the economical base green for sympathy work, church arrangements and everyday volume. A dependable trade foliage for florists, planners and hotels in Kingston.</p><ul><li><strong>Stem length:</strong> 40-65cm</li><li><strong>Bloom size:</strong> Mixed fronds; palm 20-40cm, leather leaf 25-35cm</li><li><strong>Vase life:</strong> 10-18 days conditioned</li><li><strong>Conditioning:</strong> Angle-cut, rinse and hydrate in clean water; mist palm fronds to keep them supple.</li></ul>",The New Greenhouse,,Greenery,"channel:wholesale, flower:palm, color:green, occasion:sympathy, occasion:everyday, occasion:corporate, occasion:wedding, customer:florist, customer:event-planner, customer:hotel, format:bunch, season:year-round, type:greenery, price-status:placeholder, image-status:required, content-status:reviewed",FALSE,Pack Size,25 Stems,,,,,TNG-WHL-028-P25,700,shopify,0,deny,manual,35.00,,TRUE,TRUE,,,,,FALSE,Palm & Leather Leaf | Wholesale Greenery Jamaica,Palm and leather leaf fronds in bulk for base greening and structure. Wholesale greenery Jamaica and floral supplies for florists.,draft
palm-leather-leaf,,,,,,,FALSE,,50 Stems,,,,,TNG-WHL-028-P50,700,shopify,0,deny,manual,65.00,,TRUE,TRUE,,,,,FALSE,,,draft
palm-leather-leaf,,,,,,,FALSE,,100 Stems,,,,,TNG-WHL-028-P100,700,shopify,0,deny,manual,120.00,,TRUE,TRUE,,,,,FALSE,,,draft
babys-breath-gypsophila,Baby's Breath (Gypsophila),"<p>Classic baby's breath (gypsophila) bunches loaded with tiny white blooms on fine, branching stems that read as a soft cloud. Enduringly popular both as a delicate filler between focal flowers and, massed on its own, as full ceremony backdrops and hanging clouds.</p><p>Delivered in generous field bunches by weight, giving huge coverage per unit. It conditions quickly and air-dries beautifully. A high-value, hardworking trade staple for florists, planners and hotels across Jamaica.</p><ul><li><strong>Stem length:</strong> 40-60cm</li><li><strong>Bloom size:</strong> Florets 3-6mm in airy sprays</li><li><strong>Vase life:</strong> 7-12 days fresh; air-dries well</li><li><strong>Conditioning:</strong> Angle-cut, hydrate in clean water with flower food; open in a warm room and give good airflow to release the fine buds.</li></ul>",The New Greenhouse,,Floral Filler,"channel:wholesale, flower:babys-breath, color:white-ivory, occasion:wedding, occasion:everyday, occasion:sympathy, occasion:new-baby, occasion:corporate, customer:florist, customer:event-planner, customer:hotel, format:bunch, season:year-round, type:floral-filler, price-status:placeholder, image-status:required, content-status:reviewed",FALSE,Pack Size,25 Stems,,,,,TNG-WHL-029-P25,450,shopify,0,deny,manual,28.00,,TRUE,TRUE,,,,,FALSE,Baby's Breath Gypsophila | Wholesale Filler Jamaica,Cloud-like baby's breath gypsophila in bulk for filler and installs. Wholesale flowers Jamaica and floral supplies for florists in Kingston.,draft
babys-breath-gypsophila,,,,,,,FALSE,,50 Stems,,,,,TNG-WHL-029-P50,450,shopify,0,deny,manual,52.00,,TRUE,TRUE,,,,,FALSE,,,draft
babys-breath-gypsophila,,,,,,,FALSE,,100 Stems,,,,,TNG-WHL-029-P100,450,shopify,0,deny,manual,95.00,,TRUE,TRUE,,,,,FALSE,,,draft
wax-flower,Wax Flower,"<p>Wax flower bunches covered in dainty, waxy, star-shaped blooms and needle-fine aromatic foliage. A textural filler that brings a loose, wildflower feel and gentle fragrance to bouquets, buttonholes and rustic event work.</p><p>Delivered in field bunches by weight, offering excellent coverage and long vase life for the price. The fine foliage lends softness while the small blooms add colour without competing with focal flowers. A versatile trade filler for florists and planners in Kingston.</p><ul><li><strong>Stem length:</strong> 40-60cm</li><li><strong>Bloom size:</strong> Florets 5-8mm in loose sprays</li><li><strong>Vase life:</strong> 8-14 days conditioned</li><li><strong>Conditioning:</strong> Angle-cut, strip lower foliage and hydrate with flower food; avoid crushing the fine stems.</li></ul>",The New Greenhouse,,Floral Filler,"channel:wholesale, flower:wax-flower, color:pink, occasion:wedding, occasion:everyday, occasion:birthday, occasion:corporate, customer:florist, customer:event-planner, customer:hotel, format:bunch, season:seasonal, type:floral-filler, price-status:placeholder, image-status:required, content-status:reviewed",FALSE,Pack Size,25 Stems,,,,,TNG-WHL-030-P25,450,shopify,0,deny,manual,28.00,,TRUE,TRUE,,,,,FALSE,Wax Flower | Wholesale Floral Filler Jamaica,"Aromatic wax flower bunches in bulk for natural, textural filler. Wholesale flowers Jamaica and floral supplies for florists in Kingston.",draft
wax-flower,,,,,,,FALSE,,50 Stems,,,,,TNG-WHL-030-P50,450,shopify,0,deny,manual,52.00,,TRUE,TRUE,,,,,FALSE,,,draft
wax-flower,,,,,,,FALSE,,100 Stems,,,,,TNG-WHL-030-P100,450,shopify,0,deny,manual,95.00,,TRUE,TRUE,,,,,FALSE,,,draft
statice,Statice,"<p>Statice bunches carrying clusters of small, papery blooms in saturated colour on winged, branching stems. A hardworking filler that adds colour blocks and texture, equally at home in fresh arrangements and dried decor since it keeps its shape and shade.</p><p>Delivered in field bunches by weight, statice is exceptionally durable with very long vase life and virtually no wilting. It is one of the best-value fillers in the cooler and a reliable trade choice for florists, planners and hotels across Jamaica.</p><ul><li><strong>Stem length:</strong> 40-60cm</li><li><strong>Bloom size:</strong> Papery clusters 1-2cm</li><li><strong>Vase life:</strong> 10-16 days fresh; dries permanently</li><li><strong>Conditioning:</strong> Angle-cut, strip lower foliage and hydrate in clean water; needs little maintenance and dries as-is.</li></ul>",The New Greenhouse,,Floral Filler,"channel:wholesale, flower:statice, color:purple, occasion:everyday, occasion:wedding, occasion:corporate, occasion:sympathy, customer:florist, customer:event-planner, customer:hotel, format:bunch, season:year-round, type:floral-filler, price-status:placeholder, image-status:required, content-status:reviewed",FALSE,Pack Size,25 Stems,,,,,TNG-WHL-031-P25,500,shopify,0,deny,manual,28.00,,TRUE,TRUE,,,,,FALSE,Statice | Wholesale Floral Filler Jamaica,"Colourful papery statice bunches in bulk, an everlasting filler. Wholesale flowers Jamaica and floral supplies for florists in Kingston.",draft
statice,,,,,,,FALSE,,50 Stems,,,,,TNG-WHL-031-P50,500,shopify,0,deny,manual,52.00,,TRUE,TRUE,,,,,FALSE,,,draft
statice,,,,,,,FALSE,,100 Stems,,,,,TNG-WHL-031-P100,500,shopify,0,deny,manual,95.00,,TRUE,TRUE,,,,,FALSE,,,draft
solidago,Solidago,"<p>Solidago bunches topped with feathery plumes of tiny golden-yellow blooms on slender, branching stems. A cheerful filler that adds warmth, height and a soft, meadow-like texture, lifting mixed bouquets and bringing airiness to arrangements.</p><p>Delivered in field bunches by weight for generous coverage. Solidago conditions easily and lasts well, pairing naturally with roses, lilies and sunflowers. A bright, economical trade filler for florists, planners and hotels in Kingston.</p><ul><li><strong>Stem length:</strong> 50-70cm</li><li><strong>Bloom size:</strong> Feathery plumes 8-15cm</li><li><strong>Vase life:</strong> 7-12 days conditioned</li><li><strong>Conditioning:</strong> Angle-cut, strip lower foliage and hydrate with flower food; keep water clean as fine foliage can foul it.</li></ul>",The New Greenhouse,,Floral Filler,"channel:wholesale, flower:solidago, color:yellow-orange, occasion:everyday, occasion:wedding, occasion:birthday, occasion:corporate, occasion:congratulations, customer:florist, customer:event-planner, customer:hotel, format:bunch, season:year-round, type:floral-filler, price-status:placeholder, image-status:required, content-status:reviewed",FALSE,Pack Size,25 Stems,,,,,TNG-WHL-032-P25,500,shopify,0,deny,manual,28.00,,TRUE,TRUE,,,,,FALSE,Solidago | Wholesale Floral Filler Jamaica,"Feathery yellow solidago bunches in bulk for bright, airy filler. Wholesale flowers Jamaica and floral supplies for florists in Kingston.",draft
